,CreditScore,Location,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2352,704.0,0.0,0.0,30.0,9.0,121525.36,2.0,1.0,1.0,109742.42,0
2353,597.0,2.0,1.0,45.0,9.0,0.0,2.0,1.0,1.0,141926.28,0
2354,663.0,1.0,0.0,51.0,1.0,118994.84,1.0,0.0,0.0,159416.58,0
2355,749.0,2.0,0.0,36.0,1.0,0.0,2.0,0.0,0.0,143317.57,0
2356,713.0,2.0,0.0,37.0,4.0,0.0,1.0,1.0,,173365.76,0
2357,758.0,2.0,1.0,39.0,9.0,0.0,2.0,1.0,1.0,100365.51,0
2358,554.0,2.0,1.0,50.0,6.0,112119.48,1.0,0.0,1.0,27231.26,0
2359,663.0,2.0,0.0,43.0,6.0,0.0,1.0,1.0,1.0,127554.56,0
2360,599.0,2.0,1.0,29.0,5.0,136829.47,1.0,1.0,0.0,113687.7,0
2361,507.0,?,,48.0,8.0,?,1.0,1.0,0.0,,0
2362,627.0,1.0,0.0,33.0,6.0,0.0,2.0,1.0,1.0,180344.04,0
2363,678.0,1.0,0.0,40.0,7.0,79450.09,1.0,1.0,0.0,132673.23,0
2364,614.0,1.0,1.0,39.0,4.0,0.0,1.0,1.0,1.0,151925.25,0
2365,538.0,1.0,0.0,?,10.0,0.0,2.0,1.0,0.0,8991.75,1
2366,764.0,1.0,1.0,33.0,6.0,0.0,2.0,0.0,0.0,157648.12,0
2367,?,1.0,1.0,39.0,5.0,0.0,2.0,0.0,1.0,72987.61,0
2368,579.0,1.0,1.0,33.0,1.0,0.0,2.0,1.0,0.0,52310.29,0
2369,682.0,1.0,0.0,34.0,8.0,0.0,,1.0,1.0,170680.56,0
2370,599.0,1.0,1.0,22.0,,0.0,2.0,1.0,0.0,61324.87,0
2371,603.0,1.0,0.0,46.0,7.0,0.0,1.0,0.0,0.0,126471.13,1
2372,577.0,1.0,,28.0,2.0,0.0,2.0,1.0,1.0,182913.95,0
2373,683.0,2.0,0.0,40.0,7.0,0.0,2.0,0.0,1.0,131772.19,0
2374,742.0,0.0,1.0,43.0,7.0,136855.24,1.0,1.0,0.0,143954.99,1
2375,,1.0,1.0,26.0,2.0,97792.21,1.0,0.0,1.0,151811.28,0
2376,579.0,1.0,1.0,28.0,4.0,?,1.0,1.0,0.0,123698.51,0
2377,727.0,1.0,1.0,,,0.0,2.0,1.0,0.0,120845.79,0
2378,587.0,0.0,1.0,32.0,3.0,125445.04,2.0,1.0,1.0,130514.78,0
2379,731.0,1.0,0.0,41.0,4.0,0.0,1.0,1.0,,187866.21,1
2380,593.0,1.0,1.0,33.0,2.0,0.0,2.0,0.0,0.0,43490.38,0
2381,614.0,1.0,0.0,38.0,9.0,0.0,2.0,0.0,0.0,77500.81,0
2382,729.0,1.0,0.0,36.0,1.0,0.0,1.0,1.0,0.0,64872.55,1
2383,837.0,1.0,0.0,33.0,2.0,0.0,1.0,1.0,1.0,46395.21,0
2384,581.0,1.0,1.0,?,4.0,0.0,?,1.0,1.0,80701.72,0
2385,696.0,1.0,0.0,32.0,9.0,0.0,2.0,0.0,0.0,57878.62,0
2386,710.0,2.0,0.0,27.0,3.0,0.0,1.0,1.0,1.0,112590.97,0
2387,850.0,1.0,0.0,25.0,3.0,155739.76,1.0,1.0,1.0,172586.89,0
2388,711.0,0.0,1.0,28.0,2.0,109137.12,2.0,1.0,0.0,83978.86,0
2389,678.0,1.0,1.0,43.0,?,125860.2,1.0,1.0,0.0,28149.06,0
2390,733.0,1.0,0.0,39.0,9.0,127772.08,1.0,1.0,0.0,106511.89,0
2391,721.0,1.0,1.0,37.0,9.0,0.0,,1.0,?,3453.4,0
2392,637.0,1.0,1.0,31.0,8.0,125873.33,2.0,0.0,1.0,117313.06,0
2393,678.0,1.0,1.0,30.0,5.0,0.0,2.0,1.0,0.0,1276.87,0
2394,746.0,0.0,0.0,21.0,6.0,166883.07,2.0,1.0,1.0,194563.65,0
2395,813.0,1.0,1.0,25.0,6.0,0.0,1.0,1.0,0.0,146700.61,0
2396,605.0,1.0,0.0,39.0,7.0,0.0,1.0,1.0,0.0,91562.84,0
2397,695.0,0.0,1.0,44.0,8.0,133950.36,1.0,?,1.0,127977.66,0
2398,582.0,1.0,1.0,29.0,0.0,0.0,2.0,1.0,1.0,142516.35,0
2399,583.0,1.0,1.0,37.0,9.0,0.0,1.0,1.0,1.0,79881.39,1
2400,565.0,2.0,0.0,58.0,4.0,85906.65,1.0,1.0,1.0,120790.02,0
2401,561.0,0.0,0.0,40.0,1.0,137361.96,1.0,1.0,1.0,189414.74,0
2402,639.0,0.0,1.0,36.0,2.0,146587.3,2.0,1.0,1.0,89874.82,0
2403,634.0,1.0,0.0,34.0,8.0,0.0,2.0,0.0,1.0,187655.13,0
2404,628.0,1.0,1.0,43.0,7.0,0.0,2.0,1.0,0.0,54865.92,1
2405,749.0,?,0.0,52.0,?,162082.31,1.0,0.0,0.0,166850.57,1
2406,775.0,1.0,1.0,?,4.0,0.0,2.0,1.0,0.0,88721.84,0
2407,578.0,0.0,0.0,54.0,5.0,95624.88,2.0,1.0,1.0,94739.2,1
2408,626.0,1.0,0.0,39.0,5.0,0.0,1.0,1.0,0.0,187192.23,1
2409,679.0,1.0,0.0,27.0,6.0,118098.54,1.0,1.0,0.0,179227.37,0
2410,583.0,2.0,1.0,31.0,6.0,0.0,2.0,1.0,0.0,57988.51,0
2411,694.0,1.0,1.0,32.0,9.0,0.0,2.0,1.0,1.0,147545.65,0
2412,686.0,,1.0,36.0,1.0,0.0,2.0,0.0,0.0,160696.72,0
2413,711.0,1.0,1.0,31.0,2.0,0.0,2.0,1.0,1.0,103421.91,0
2414,682.0,1.0,1.0,35.0,9.0,0.0,2.0,1.0,1.0,58814.41,0
2415,721.0,1.0,0.0,54.0,5.0,0.0,1.0,0.0,1.0,167636.15,0
2416,743.0,2.0,0.0,31.0,4.0,0.0,2.0,1.0,0.0,122482.65,0
2417,681.0,1.0,0.0,32.0,5.0,0.0,2.0,1.0,0.0,80178.54,0
2418,543.0,0.0,0.0,40.0,?,111525.07,2.0,1.0,0.0,173776.5,0
2419,706.0,0.0,0.0,67.0,9.0,109848.24,1.0,1.0,0.0,185855.66,1
2420,619.0,1.0,0.0,43.0,7.0,134692.2,1.0,1.0,0.0,92381.01,0
2421,535.0,0.0,1.0,26.0,3.0,145219.3,2.0,1.0,0.0,167573.06,0
2422,553.0,1.0,0.0,31.0,5.0,,2.0,1.0,0.0,173492.04,0
2423,619.0,2.0,1.0,38.0,6.0,0.0,2.0,1.0,1.0,103737.82,0
2424,507.0,1.0,1.0,33.0,7.0,0.0,1.0,1.0,1.0,85411.01,0
2425,619.0,1.0,0.0,55.0,5.0,146596.55,1.0,1.0,1.0,103716.56,1
2426,605.0,2.0,0.0,44.0,1.0,72594.0,1.0,1.0,0.0,83056.22,1
2427,663.0,0.0,0.0,39.0,5.0,133660.43,1.0,0.0,1.0,,0
2428,?,1.0,0.0,36.0,6.0,93817.73,1.0,1.0,1.0,88751.15,0
2429,658.0,1.0,1.0,38.0,8.0,0.0,2.0,1.0,1.0,48260.19,0
2430,488.0,0.0,1.0,41.0,0.0,141674.11,2.0,0.0,1.0,171762.07,0
2431,731.0,1.0,0.0,35.0,7.0,143571.57,1.0,1.0,1.0,138882.78,0
2432,558.0,1.0,1.0,35.0,4.0,0.0,2.0,1.0,1.0,55725.04,0
2433,659.0,2.0,1.0,28.0,1.0,98710.89,1.0,1.0,1.0,83617.17,0
2434,711.0,1.0,0.0,53.0,8.0,123845.36,1.0,1.0,1.0,60485.98,0
2435,663.0,2.0,0.0,38.0,2.0,0.0,2.0,1.0,1.0,166510.71,0
2436,613.0,2.0,0.0,37.0,9.0,0.0,3.0,1.0,0.0,171045.38,1
2437,758.0,1.0,1.0,41.0,3.0,0.0,2.0,0.0,0.0,59659.55,0
2438,666.0,2.0,0.0,29.0,4.0,115897.12,1.0,1.0,1.0,25095.03,0
2439,691.0,0.0,0.0,,9.0,115545.33,1.0,1.0,0.0,80552.11,0
2440,521.0,1.0,0.0,40.0,6.0,0.0,2.0,1.0,1.0,135087.54,0
2441,594.0,1.0,1.0,40.0,9.0,0.0,1.0,1.0,0.0,94564.82,0
2442,741.0,0.0,1.0,35.0,7.0,132767.33,1.0,1.0,0.0,152996.85,0
2443,684.0,1.0,1.0,42.0,2.0,0.0,2.0,1.0,1.0,55313.17,0
2444,631.0,0.0,0.0,32.0,7.0,112595.85,,0.0,1.0,48876.84,0
2445,624.0,1.0,0.0,31.0,9.0,108432.88,1.0,1.0,1.0,67622.38,1
2446,571.0,1.0,0.0,25.0,8.0,0.0,2.0,1.0,0.0,175083.74,0
2447,589.0,1.0,0.0,59.0,2.0,0.0,2.0,1.0,1.0,126160.24,0
2448,678.0,,0.0,49.0,2.0,0.0,1.0,1.0,0.0,140937.97,1
2449,634.0,1.0,1.0,29.0,3.0,0.0,2.0,1.0,0.0,160548.36,0
2450,565.0,1.0,1.0,,5.0,0.0,2.0,1.0,1.0,162501.65,0
2451,639.0,1.0,0.0,37.0,2.0,0.0,2.0,1.0,1.0,173844.21,0
2452,572.0,?,1.0,56.0,2.0,138227.19,2.0,,1.0,51703.09,0
2453,554.0,1.0,,25.0,8.0,145082.98,1.0,1.0,0.0,183899.51,0
2454,726.0,1.0,1.0,36.0,7.0,0.0,2.0,1.0,1.0,173425.68,0
2455,778.0,1.0,0.0,32.0,8.0,76101.81,2.0,1.0,1.0,72927.68,0
2456,667.0,2.0,1.0,30.0,5.0,148856.45,1.0,0.0,1.0,83656.97,0
2457,573.0,1.0,0.0,29.0,9.0,0.0,1.0,0.0,0.0,76621.49,0
2458,521.0,1.0,0.0,37.0,1.0,0.0,2.0,1.0,?,165563.39,0
2459,627.0,1.0,0.0,30.0,5.0,0.0,2.0,0.0,1.0,?,0
2460,689.0,0.0,1.0,29.0,5.0,139824.53,2.0,1.0,0.0,101382.86,0
2461,526.0,2.0,1.0,27.0,7.0,0.0,2.0,1.0,0.0,8982.5,0
2462,693.0,0.0,0.0,37.0,6.0,95900.04,1.0,1.0,1.0,38196.24,0
2463,840.0,2.0,1.0,36.0,7.0,0.0,2.0,,1.0,141364.27,0
2464,635.0,1.0,0.0,33.0,4.0,127471.56,1.0,0.0,1.0,152916.05,1
2465,708.0,1.0,1.0,41.0,5.0,0.0,2.0,1.0,1.0,10956.82,0
2466,706.0,0.0,0.0,47.0,?,123870.07,1.0,1.0,0.0,179291.89,1
2467,615.0,0.0,0.0,34.0,4.0,123763.65,1.0,0.0,0.0,73329.0,0
2468,803.0,0.0,0.0,26.0,0.0,106376.85,2.0,1.0,0.0,158264.62,0
2469,743.0,1.0,1.0,38.0,1.0,0.0,2.0,1.0,0.0,31840.59,1
2470,553.0,1.0,0.0,47.0,3.0,0.0,2.0,1.0,0.0,60728.89,0
2471,?,0.0,1.0,66.0,,,1.0,1.0,1.0,147055.87,1
2472,766.0,?,1.0,32.0,0.0,0.0,2.0,1.0,0.0,34283.23,0
2473,633.0,2.0,1.0,40.0,7.0,110728.39,1.0,0.0,1.0,98421.08,0
2474,690.0,1.0,0.0,,7.0,0.0,2.0,1.0,0.0,88729.42,0
2475,687.0,2.0,0.0,72.0,4.0,0.0,2.0,1.0,1.0,50267.69,1
2476,594.0,2.0,0.0,40.0,2.0,?,2.0,1.0,0.0,134862.94,0
2477,668.0,0.0,1.0,37.0,4.0,103568.68,1.0,0.0,1.0,83469.82,1
2478,615.0,1.0,1.0,50.0,3.0,0.0,1.0,1.0,1.0,1528.4,0
2479,600.0,1.0,0.0,33.0,7.0,0.0,2.0,1.0,0.0,146411.12,0
2480,584.0,2.0,1.0,33.0,3.0,0.0,2.0,1.0,1.0,186655.21,0
2481,513.0,1.0,1.0,30.0,9.0,0.0,2.0,1.0,1.0,?,0
2482,708.0,2.0,0.0,35.0,9.0,0.0,1.0,1.0,0.0,199005.88,0
2483,636.0,1.0,?,37.0,6.0,0.0,2.0,0.0,0.0,178722.04,0
2484,584.0,2.0,1.0,42.0,9.0,0.0,1.0,1.0,1.0,79835.43,0
2485,682.0,2.0,0.0,32.0,?,0.0,2.0,1.0,1.0,98820.07,0
2486,588.0,1.0,0.0,36.0,2.0,0.0,2.0,0.0,0.0,92536.0,1
2487,711.0,1.0,1.0,36.0,9.0,137688.71,1.0,1.0,0.0,46884.1,0
2488,788.0,1.0,0.0,42.0,6.0,138650.49,2.0,1.0,0.0,64746.07,0
2489,796.0,1.0,0.0,51.0,3.0,146584.19,,0.0,0.0,64436.16,1
2490,726.0,0.0,0.0,24.0,2.0,153611.83,1.0,0.0,1.0,178034.9,0
2491,739.0,0.0,1.0,67.0,5.0,?,1.0,1.0,1.0,160546.58,0
2492,760.0,2.0,1.0,38.0,3.0,82599.26,1.0,1.0,0.0,92898.59,0
2493,548.0,1.0,1.0,37.0,5.0,106414.57,1.0,1.0,0.0,122960.98,0
2494,561.0,0.0,0.0,38.0,10.0,88822.31,1.0,0.0,1.0,103557.99,0
2495,716.0,2.0,0.0,39.0,5.0,0.0,2.0,1.0,1.0,70954.75,0
2496,767.0,2.0,1.0,47.0,1.0,160139.59,1.0,1.0,0.0,93839.3,0
2497,646.0,1.0,1.0,40.0,2.0,88293.14,1.0,0.0,1.0,109928.31,0
2498,585.0,2.0,1.0,30.0,6.0,112392.18,1.0,1.0,0.0,92896.1,0
2499,677.0,2.0,0.0,44.0,4.0,134177.09,,?,0.0,163830.58,1
2500,,1.0,?,40.0,3.0,0.0,2.0,1.0,1.0,152944.39,0
2501,633.0,1.0,1.0,32.0,5.0,0.0,2.0,1.0,1.0,70849.47,0
2502,791.0,1.0,1.0,25.0,7.0,0.0,2.0,0.0,0.0,89666.28,0
2503,632.0,1.0,1.0,30.0,2.0,0.0,2.0,1.0,1.0,19500.1,0
2504,558.0,1.0,0.0,40.0,7.0,0.0,3.0,1.0,1.0,77965.67,1
2505,732.0,0.0,1.0,46.0,1.0,106012.2,1.0,1.0,0.0,156260.08,1
2506,504.0,0.0,1.0,32.0,8.0,170291.22,1.0,0.0,1.0,15658.99,0
2507,565.0,?,1.0,46.0,6.0,118886.57,1.0,1.0,0.0,52462.99,0
2508,721.0,0.0,1.0,35.0,3.0,122924.55,2.0,1.0,0.0,64869.33,0
2509,628.0,1.0,1.0,33.0,6.0,174853.46,1.0,1.0,1.0,49653.87,0
2510,726.0,1.0,,34.0,4.0,0.0,2.0,1.0,0.0,53581.14,0
2511,705.0,2.0,0.0,51.0,5.0,123947.71,1.0,1.0,1.0,104889.1,1
2512,763.0,1.0,0.0,57.0,10.0,105847.85,1.0,1.0,0.0,160129.02,0
2513,677.0,0.0,0.0,26.0,7.0,102395.79,1.0,1.0,0.0,119368.99,0
2514,606.0,0.0,0.0,43.0,7.0,115713.84,1.0,1.0,0.0,26215.85,0
2515,686.0,1.0,1.0,26.0,3.0,134397.75,1.0,1.0,0.0,172450.24,0
2516,682.0,2.0,0.0,48.0,9.0,101198.01,1.0,1.0,1.0,49732.9,1
2517,646.0,0.0,1.0,40.0,8.0,118870.92,1.0,1.0,1.0,101311.95,0
2518,584.0,1.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0,130260.11,1
2519,539.0,2.0,1.0,29.0,8.0,128472.33,1.0,1.0,0.0,100834.22,0
2520,683.0,1.0,0.0,51.0,7.0,0.0,2.0,1.0,1.0,86937.8,0
2521,,1.0,1.0,28.0,3.0,0.0,2.0,1.0,0.0,158750.53,0
2522,755.0,1.0,1.0,43.0,4.0,101126.08,2.0,1.0,0.0,167553.05,0
2523,570.0,2.0,1.0,36.0,6.0,137367.94,1.0,1.0,,129525.5,0
2524,633.0,2.0,1.0,33.0,3.0,0.0,2.0,1.0,1.0,?,0
2525,630.0,1.0,0.0,?,5.0,125341.69,,1.0,0.0,79547.39,0
2526,562.0,1.0,0.0,38.0,4.0,0.0,4.0,1.0,1.0,120852.09,1
2527,697.0,,0.0,36.0,1.0,125977.81,1.0,1.0,0.0,122996.73,0
2528,529.0,1.0,1.0,?,4.0,0.0,2.0,0.0,1.0,100601.98,0
2529,,2.0,0.0,41.0,2.0,0.0,2.0,,?,134272.57,0
2530,595.0,1.0,1.0,39.0,1.0,135422.31,1.0,0.0,1.0,190573.91,0
2531,592.0,2.0,?,37.0,9.0,0.0,3.0,1.0,1.0,10656.89,0
2532,628.0,1.0,1.0,38.0,1.0,0.0,2.0,1.0,1.0,114628.2,0
2533,717.0,1.0,1.0,38.0,4.0,0.0,2.0,1.0,1.0,109870.78,0
2534,538.0,?,0.0,32.0,8.0,125918.1,1.0,1.0,0.0,152210.81,0
2535,584.0,1.0,1.0,38.0,2.0,0.0,2.0,0.0,0.0,138700.91,0
2536,633.0,1.0,0.0,30.0,8.0,0.0,2.0,1.0,1.0,88307.87,0
2537,623.0,1.0,0.0,41.0,6.0,100606.02,1.0,0.0,0.0,139048.0,0
2538,597.0,1.0,0.0,42.0,1.0,0.0,2.0,0.0,0.0,90839.61,0
2539,850.0,1.0,1.0,32.0,7.0,0.0,2.0,1.0,1.0,113953.62,0
2540,573.0,1.0,0.0,49.0,2.0,0.0,1.0,1.0,0.0,163563.07,1
2541,731.0,1.0,0.0,32.0,5.0,0.0,2.0,1.0,1.0,93524.19,0
2542,573.0,2.0,0.0,33.0,3.0,160777.9,1.0,1.0,1.0,149536.15,0
2543,695.0,0.0,1.0,44.0,4.0,134204.67,1.0,1.0,1.0,46415.09,1
2544,671.0,1.0,1.0,19.0,2.0,91068.51,1.0,0.0,0.0,105720.09,0
2545,850.0,1.0,1.0,29.0,10.0,114098.38,1.0,1.0,1.0,118974.85,0
2546,525.0,0.0,0.0,28.0,2.0,157989.21,1.0,1.0,1.0,100687.67,0
2547,623.0,1.0,1.0,37.0,2.0,87894.26,,1.0,1.0,153831.6,0
2548,687.0,1.0,0.0,57.0,8.0,0.0,1.0,1.0,0.0,65864.4,1
2549,607.0,1.0,1.0,32.0,4.0,0.0,2.0,0.0,0.0,180890.4,0
2550,703.0,0.0,0.0,36.0,4.0,120818.15,1.0,1.0,0.0,129964.14,1
2551,663.0,1.0,0.0,41.0,5.0,0.0,2.0,1.0,0.0,79082.73,0
2552,613.0,0.0,1.0,34.0,6.0,128927.13,1.0,1.0,1.0,161479.85,0
2553,805.0,1.0,1.0,46.0,1.0,0.0,2.0,1.0,1.0,121277.28,0
2554,589.0,1.0,1.0,34.0,7.0,,2.0,1.0,0.0,114448.77,0
2555,604.0,2.0,1.0,?,4.0,0.0,2.0,1.0,0.0,113952.12,0
2556,590.0,0.0,1.0,29.0,8.0,105782.82,1.0,1.0,0.0,93840.96,0
2557,663.0,1.0,1.0,37.0,1.0,0.0,2.0,1.0,1.0,77846.86,0
2558,667.0,1.0,0.0,33.0,5.0,0.0,2.0,1.0,0.0,121894.31,0
2559,,1.0,1.0,42.0,4.0,0.0,1.0,1.0,1.0,126792.84,1
2560,691.0,1.0,1.0,32.0,2.0,0.0,2.0,1.0,1.0,82393.09,0
2561,850.0,1.0,1.0,60.0,7.0,0.0,2.0,1.0,1.0,64430.97,0
2562,568.0,1.0,0.0,40.0,?,0.0,2.0,0.0,1.0,120512.08,0
2563,684.0,1.0,1.0,33.0,3.0,116932.59,1.0,1.0,1.0,123583.85,0
2564,619.0,2.0,0.0,30.0,1.0,0.0,?,1.0,,169920.5,0
2565,773.0,0.0,0.0,41.0,5.0,139432.26,1.0,1.0,1.0,55972.05,1
2566,741.0,1.0,1.0,41.0,3.0,0.0,2.0,1.0,1.0,163558.26,0
2567,680.0,2.0,1.0,49.0,10.0,0.0,1.0,1.0,0.0,187008.45,1
2568,651.0,1.0,1.0,34.0,4.0,0.0,2.0,1.0,1.0,105599.65,0
2569,678.0,1.0,0.0,31.0,?,0.0,2.0,1.0,1.0,169964.12,0
2570,682.0,1.0,1.0,34.0,8.0,0.0,2.0,?,1.0,38190.78,0
2571,687.0,1.0,1.0,41.0,4.0,0.0,2.0,1.0,1.0,93081.87,0
2572,656.0,1.0,0.0,32.0,2.0,0.0,2.0,1.0,0.0,36124.98,0
2573,850.0,2.0,1.0,34.0,2.0,0.0,2.0,1.0,0.0,92916.61,0
2574,850.0,2.0,1.0,48.0,7.0,128029.72,2.0,1.0,1.0,62615.35,0
2575,682.0,2.0,1.0,32.0,10.0,169743.99,1.0,1.0,0.0,115217.18,1
2576,574.0,1.0,1.0,36.0,1.0,56580.95,1.0,0.0,1.0,71709.12,0
2577,,2.0,1.0,49.0,2.0,12459.19,1.0,0.0,0.0,156787.34,1
2578,613.0,2.0,1.0,35.0,3.0,125167.74,1.0,0.0,0.0,199104.52,0
2579,576.0,1.0,1.0,39.0,,51116.85,1.0,1.0,0.0,115985.43,0
2580,752.0,1.0,0.0,53.0,8.0,114233.18,1.0,0.0,1.0,51587.04,0
2581,589.0,1.0,1.0,39.0,6.0,0.0,2.0,0.0,1.0,88890.75,0
2582,669.0,2.0,1.0,46.0,9.0,80780.24,?,0.0,0.0,146875.39,0
2583,629.0,2.0,1.0,34.0,5.0,144855.34,2.0,1.0,1.0,196555.32,0
2584,818.0,2.0,0.0,30.0,6.0,0.0,1.0,0.0,0.0,138399.67,0
2585,667.0,2.0,1.0,37.0,9.0,0.0,2.0,1.0,1.0,87071.18,0
2586,555.0,0.0,1.0,62.0,4.0,119817.33,2.0,1.0,1.0,43507.1,0
2587,553.0,1.0,0.0,36.0,8.0,120811.32,1.0,1.0,1.0,46787.1,0
2588,619.0,?,0.0,35.0,6.0,0.0,?,1.0,1.0,123977.86,1
2589,691.0,1.0,1.0,30.0,5.0,?,2.0,1.0,0.0,150465.93,0
2590,624.0,1.0,0.0,55.0,9.0,131394.56,2.0,1.0,1.0,177719.88,0
2591,642.0,1.0,0.0,36.0,2.0,0.0,2.0,1.0,1.0,65816.53,0
2592,679.0,1.0,1.0,41.0,9.0,0.0,1.0,1.0,1.0,124449.11,0
2593,662.0,1.0,1.0,40.0,9.0,0.0,2.0,0.0,1.0,152884.8,0
2594,527.0,2.0,0.0,28.0,,0.0,2.0,1.0,1.0,92855.87,0
2595,624.0,1.0,1.0,25.0,0.0,120779.32,1.0,0.0,1.0,48986.75,0
2596,705.0,1.0,1.0,34.0,1.0,0.0,2.0,1.0,0.0,59346.31,0
2597,523.0,2.0,0.0,45.0,5.0,0.0,1.0,1.0,0.0,101617.66,1
2598,687.0,1.0,0.0,35.0,5.0,0.0,1.0,1.0,1.0,182627.7,0
2599,715.0,1.0,,31.0,4.0,122453.97,1.0,0.0,1.0,121440.8,0
2600,659.0,0.0,0.0,52.0,5.0,127845.83,1.0,0.0,0.0,93844.82,1
2601,692.0,1.0,0.0,40.0,8.0,127852.81,1.0,1.0,1.0,132468.76,0
2602,721.0,,0.0,36.0,2.0,0.0,2.0,1.0,1.0,106977.53,0
2603,641.0,0.0,1.0,39.0,3.0,137963.23,1.0,1.0,1.0,171037.63,0
2604,553.0,1.0,1.0,32.0,10.0,0.0,2.0,0.0,0.0,115650.63,0
2605,665.0,1.0,1.0,43.0,2.0,0.0,1.0,,1.0,?,1
2606,559.0,2.0,0.0,44.0,1.0,71187.24,1.0,1.0,1.0,127059.04,0
2607,631.0,1.0,0.0,42.0,7.0,0.0,,1.0,1.0,82106.19,0
2608,663.0,1.0,0.0,50.0,7.0,0.0,3.0,,1.0,44335.6,1
2609,649.0,2.0,1.0,36.0,6.0,0.0,1.0,1.0,0.0,161668.15,1
2610,707.0,2.0,1.0,43.0,9.0,0.0,2.0,0.0,1.0,115241.96,0
2611,,1.0,1.0,36.0,1.0,116886.59,1.0,1.0,0.0,162599.51,0
2612,447.0,0.0,0.0,22.0,9.0,161779.43,1.0,0.0,1.0,129936.56,0
2613,780.0,1.0,0.0,76.0,10.0,0.0,?,0.0,1.0,64872.33,0
2614,845.0,1.0,0.0,34.0,2.0,0.0,1.0,1.0,1.0,79450.61,1
2615,564.0,1.0,1.0,40.0,4.0,117707.18,1.0,1.0,0.0,143433.33,0
2616,627.0,1.0,1.0,?,2.0,0.0,1.0,0.0,1.0,112777.38,0
2617,743.0,2.0,0.0,30.0,9.0,,2.0,1.0,,127538.17,0
2618,646.0,2.0,1.0,45.0,2.0,,1.0,1.0,0.0,43956.45,0
2619,676.0,1.0,1.0,51.0,4.0,0.0,1.0,1.0,1.0,170426.65,0
2620,522.0,1.0,1.0,,5.0,119380.37,2.0,0.0,1.0,60427.3,0
2621,607.0,2.0,0.0,26.0,8.0,102703.62,2.0,?,1.0,179446.31,0
2622,683.0,1.0,1.0,37.0,7.0,0.0,2.0,1.0,0.0,151822.66,0
2623,662.0,2.0,0.0,38.0,3.0,0.0,1.0,1.0,0.0,82662.73,0
2624,711.0,1.0,1.0,31.0,3.0,0.0,1.0,1.0,0.0,164039.13,0
2625,613.0,1.0,0.0,51.0,6.0,0.0,1.0,1.0,0.0,184842.21,1
2626,614.0,1.0,0.0,38.0,10.0,106414.57,2.0,0.0,0.0,?,0
2627,663.0,0.0,1.0,36.0,3.0,160979.68,1.0,0.0,1.0,41967.03,1
2628,763.0,0.0,1.0,32.0,6.0,160680.41,1.0,1.0,1.0,,0
2629,516.0,2.0,0.0,43.0,5.0,0.0,2.0,1.0,1.0,100717.51,0
2630,850.0,1.0,0.0,34.0,7.0,0.0,2.0,1.0,1.0,171706.66,0
2631,620.0,1.0,1.0,36.0,2.0,166833.86,2.0,1.0,0.0,135171.6,1
2632,752.0,2.0,0.0,28.0,2.0,116646.56,2.0,1.0,0.0,166924.27,0
2633,533.0,?,0.0,52.0,7.0,0.0,1.0,0.0,1.0,194113.99,0
2634,547.0,1.0,1.0,62.0,?,127738.75,2.0,1.0,1.0,85153.0,0
2635,,1.0,1.0,42.0,1.0,0.0,2.0,1.0,1.0,167984.72,0
2636,712.0,0.0,1.0,47.0,6.0,123692.0,1.0,1.0,0.0,70548.96,0
2637,770.0,0.0,0.0,29.0,4.0,116644.29,2.0,1.0,1.0,129870.93,0
2638,712.0,1.0,1.0,41.0,5.0,?,2.0,1.0,0.0,154360.97,0
2639,547.0,0.0,1.0,54.0,9.0,123601.56,1.0,1.0,1.0,60701.72,1
2640,714.0,1.0,1.0,42.0,7.0,0.0,2.0,1.0,0.0,161413.32,0
2641,627.0,2.0,1.0,25.0,2.0,0.0,1.0,1.0,0.0,106920.57,0
2642,692.0,2.0,0.0,29.0,5.0,0.0,2.0,0.0,0.0,138880.24,1
2643,669.0,0.0,0.0,43.0,5.0,124053.05,1.0,1.0,1.0,104982.39,0
2644,636.0,0.0,0.0,41.0,8.0,135020.21,2.0,1.0,1.0,177670.57,0
2645,?,1.0,0.0,29.0,5.0,0.0,2.0,1.0,0.0,59195.05,0
2646,683.0,?,1.0,29.0,8.0,0.0,2.0,1.0,1.0,115452.51,0
2647,582.0,1.0,0.0,32.0,3.0,0.0,2.0,?,0.0,84927.42,0
2648,675.0,1.0,0.0,30.0,4.0,0.0,2.0,1.0,1.0,86576.94,0
2649,583.0,2.0,0.0,39.0,1.0,0.0,2.0,1.0,1.0,107848.24,0
2650,621.0,1.0,1.0,33.0,4.0,0.0,2.0,1.0,1.0,143.34,0
2651,676.0,1.0,1.0,41.0,3.0,0.0,2.0,0.0,0.0,53710.23,0
2652,744.0,1.0,0.0,33.0,3.0,0.0,,?,0.0,180694.74,0
2653,550.0,0.0,1.0,26.0,8.0,111388.98,2.0,1.0,1.0,38410.77,0
2654,753.0,1.0,1.0,29.0,2.0,0.0,2.0,1.0,1.0,149604.52,0
2655,582.0,1.0,0.0,35.0,4.0,0.0,?,1.0,1.0,120852.85,0
2656,745.0,0.0,1.0,51.0,8.0,99183.9,1.0,1.0,1.0,28922.25,0
2657,743.0,0.0,0.0,49.0,10.0,137558.0,2.0,1.0,1.0,53324.1,1
